repo_name,slice_id,first_commit_num,first_commit,first_state,first_core_commit_num,first_core_commit,starts_as_core,timeline_len,core_occurrence_count,core_commit_nums,core_commits,state_path,timeline
keylogger,<module>@src_overlord.py_slice.py,11,b168c,Undetermined,12,9176b,0,34,26,12;13;14;15;16;17;18;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42,9176b;b59d9;d5dad;04c24;b2aad;43a00;0bee1;fb60c;1c092;db70d;2b0ae;35982;a1fa1;da4e5;5dfdd;76743;b0fba;eb665;26557;826bf;944c2;a9570;943eb;c1c0f;3a05f;3e1bd,Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Undetermined -> Undetermined -> Undetermined -> Undetermined,11(b168c):Undetermined -> 12(9176b):Core Attack Chain -> 13(b59d9):Core Attack Chain -> 14(d5dad):Core Attack Chain -> 15(04c24):Core Attack Chain -> 16(b2aad):Core Attack Chain -> 17(43a00):Core Attack Chain -> 18(0bee1):Core Attack Chain -> 21(f7a90):Undetermined -> 22(c4cb2):Undetermined -> 23(ab29d):Undetermined -> 24(fb60c):Core Attack Chain -> 25(1c092):Core Attack Chain -> 26(db70d):Core Attack Chain -> 27(2b0ae):Core Attack Chain -> 28(35982):Core Attack Chain -> 29(a1fa1):Core Attack Chain -> 30(da4e5):Core Attack Chain -> 31(5dfdd):Core Attack Chain -> 32(76743):Core Attack Chain -> 33(b0fba):Core Attack Chain -> 34(eb665):Core Attack Chain -> 35(26557):Core Attack Chain -> 36(826bf):Core Attack Chain -> 37(944c2):Core Attack Chain -> 38(a9570):Core Attack Chain -> 39(943eb):Core Attack Chain -> 40(c1c0f):Core Attack Chain -> 41(3a05f):Core Attack Chain -> 42(3e1bd):Core Attack Chain -> 43(26727):Undetermined -> 44(8f0fd):Undetermined -> 45(0ef3a):Undetermined -> 46(1c0c8):Undetermined
keylogger2,<module>@keylogger.py_slice.py,0,3bf0b,Core Attack Chain,0,3bf0b,1,2,2,0;6,3bf0b;2bc69,Core Attack Chain -> Core Attack Chain,0(3bf0b):Core Attack Chain -> 6(2bc69):Core Attack Chain
keylogger5,<body>@keylogger.py_slice.py,0,12c40,Core Attack Chain,0,12c40,1,5,5,0;1;2;3;4,12c40;31e4c;227fb;e712e;75f79,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(12c40):Core Attack Chain -> 1(31e4c):Core Attack Chain -> 2(227fb):Core Attack Chain -> 3(e712e):Core Attack Chain -> 4(75f79):Core Attack Chain
keylogger5,<module>@keylogger.py_slice.py,4,75f79,Core Attack Chain,4,75f79,1,1,1,4,75f79,Core Attack Chain,4(75f79):Core Attack Chain
malware-01,<module>@server.py_slice.py,0,1df3a,Core Attack Chain,0,1df3a,1,1,1,0,1df3a,Core Attack Chain,0(1df3a):Core Attack Chain
megaloptera,<body>@megaloptera.py_slice.py,6,b815c,Core Attack Chain,6,b815c,1,2,2,6;7,b815c;d66ad,Core Attack Chain -> Core Attack Chain,6(b815c):Core Attack Chain -> 7(d66ad):Core Attack Chain
parvox,<module>@dikz_payloads_replicate.py_slice.py,1,7e77e,Core Attack Chain,1,7e77e,1,1,1,1,7e77e,Core Attack Chain,1(7e77e):Core Attack Chain
parvox,<module>@payloads_computer_specs.py_slice.py,5,ae436,Benign,8,bc1e1,0,5,2,8;9,bc1e1;e22d0,Benign -> Benign -> Benign -> Core Attack Chain -> Core Attack Chain,5(ae436):Benign -> 6(5aad2):Benign -> 7(ac111):Benign -> 8(bc1e1):Core Attack Chain -> 9(e22d0):Core Attack Chain
parvox,<module>@payloads_grab_wifi.py_slice.py,5,ae436,Core Attack Chain,5,ae436,1,5,5,5;6;7;8;9,ae436;5aad2;ac111;bc1e1;e22d0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,5(ae436):Core Attack Chain -> 6(5aad2):Core Attack Chain -> 7(ac111):Core Attack Chain -> 8(bc1e1):Core Attack Chain -> 9(e22d0):Core Attack Chain
parvox,<module>@payloads_gwifi.py_slice.py,4,1cf7a,Core Attack Chain,4,1cf7a,1,1,1,4,1cf7a,Core Attack Chain,4(1cf7a):Core Attack Chain
python-malware,<module>@keylogger.py_slice.py,0,08682,Core Attack Chain,0,08682,1,13,13,0;1;2;4;5;6;7;8;9;10;11;13;14,08682;bc042;b6106;1b7a0;28b65;31a0c;09b46;22dee;2c321;a21dd;e70e9;ad12d;0c40b,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(08682):Core Attack Chain -> 1(bc042):Core Attack Chain -> 2(b6106):Core Attack Chain -> 4(1b7a0):Core Attack Chain -> 5(28b65):Core Attack Chain -> 6(31a0c):Core Attack Chain -> 7(09b46):Core Attack Chain -> 8(22dee):Core Attack Chain -> 9(2c321):Core Attack Chain -> 10(a21dd):Core Attack Chain -> 11(e70e9):Core Attack Chain -> 13(ad12d):Core Attack Chain -> 14(0c40b):Core Attack Chain
python-malware3/python-malware,<module>@action.py_slice.py,0,d3a15,Core Attack Chain,0,d3a15,1,9,9,0;1;2;3;4;5;6;7;8,d3a15;15c73;850c8;8574a;dd22c;40fae;10f0a;64c74;cf1b7,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(d3a15):Core Attack Chain -> 1(15c73):Core Attack Chain -> 2(850c8):Core Attack Chain -> 3(8574a):Core Attack Chain -> 4(dd22c):Core Attack Chain -> 5(40fae):Core Attack Chain -> 6(10f0a):Core Attack Chain -> 7(64c74):Core Attack Chain -> 8(cf1b7):Core Attack Chain
python-malware3/python-malware,<module>@server_action.py_slice.py,9,77145,Core Attack Chain,9,77145,1,2,2,9;10,77145;ad449,Core Attack Chain -> Core Attack Chain,9(77145):Core Attack Chain -> 10(ad449):Core Attack Chain
python-malware3/python-malware,<module>@server_servermalware.py_slice.py,9,77145,Core Attack Chain,9,77145,1,2,2,9;10,77145;ad449,Core Attack Chain -> Core Attack Chain,9(77145):Core Attack Chain -> 10(ad449):Core Attack Chain
python-malware3/python-malware,<module>@servermalware.py_slice.py,0,d3a15,Core Attack Chain,0,d3a15,1,9,9,0;1;2;3;4;5;6;7;8,d3a15;15c73;850c8;8574a;dd22c;40fae;10f0a;64c74;cf1b7,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(d3a15):Core Attack Chain -> 1(15c73):Core Attack Chain -> 2(850c8):Core Attack Chain -> 3(8574a):Core Attack Chain -> 4(dd22c):Core Attack Chain -> 5(40fae):Core Attack Chain -> 6(10f0a):Core Attack Chain -> 7(64c74):Core Attack Chain -> 8(cf1b7):Core Attack Chain
ransomware,<body>@lib_mysmb.py_slice.py,2,ae168,Core Attack Chain,2,ae168,1,1,1,2,ae168,Core Attack Chain,2(ae168):Core Attack Chain
ransomware,<module>@lib_system_manager.py_slice.py,2,ae168,Core Attack Chain,2,ae168,1,1,1,2,ae168,Core Attack Chain,2(ae168):Core Attack Chain
ransomware1,<module>@ransomware.py_slice.py,1,98861,Core Attack Chain,1,98861,1,3,3,1;2;3,98861;954c7;4eda8,Core Attack Chain -> Core Attack Chain -> Core Attack Chain,1(98861):Core Attack Chain -> 2(954c7):Core Attack Chain -> 3(4eda8):Core Attack Chain
ransomware5,<body>@cryptware.py_slice.py,1,2e3d3,Core Attack Chain,1,2e3d3,1,3,3,1;2;3,2e3d3;262f1;2e4e1,Core Attack Chain -> Core Attack Chain -> Core Attack Chain,1(2e3d3):Core Attack Chain -> 2(262f1):Core Attack Chain -> 3(2e4e1):Core Attack Chain
ransomware7,<body>@ransomware.py_slice.py,2,8770a,Core Attack Chain,2,8770a,1,2,2,2;3,8770a;d6a53,Core Attack Chain -> Core Attack Chain,2(8770a):Core Attack Chain -> 3(d6a53):Core Attack Chain
ransomware7,<module>@ransomware.py_slice.py,0,5312c,Core Attack Chain,0,5312c,1,4,4,0;1;2;3,5312c;ab143;8770a;d6a53,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(5312c):Core Attack Chain -> 1(ab143):Core Attack Chain -> 2(8770a):Core Attack Chain -> 3(d6a53):Core Attack Chain
ransomware_malware,<body>@ransomware.py_slice.py,0,9a265,Core Attack Chain,0,9a265,1,6,5,0;1;2;4;5,9a265;edfec;24bd1;19851;c9186,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Benign -> Core Attack Chain -> Core Attack Chain,0(9a265):Core Attack Chain -> 1(edfec):Core Attack Chain -> 2(24bd1):Core Attack Chain -> 3(e7f34):Benign -> 4(19851):Core Attack Chain -> 5(c9186):Core Attack Chain
reverseShell4,<module>@victim.py_slice.py,2,f3a04,Undetermined,3,08561,0,3,2,3;4,08561;1c874,Undetermined -> Core Attack Chain -> Core Attack Chain,2(f3a04):Undetermined -> 3(08561):Core Attack Chain -> 4(1c874):Core Attack Chain
reverseShell5,<module>@reverse_ssl.py_slice.py,1,4f80a,Undetermined,5,210be,0,6,2,5;6,210be;c8f00,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain,1(4f80a):Undetermined -> 2(c0b0e):Undetermined -> 3(a63f7):Undetermined -> 4(456e6):Undetermined -> 5(210be):Core Attack Chain -> 6(c8f00):Core Attack Chain
shameleon,<body>@shameleon_client_modules_shell.py_slice.py,0,3759a,Core Attack Chain,0,3759a,1,10,10,0;1;2;3;4;5;6;7;8;9,3759a;00828;04c56;01a49;0aec7;5ddd3;464c1;6486f;0bb1e;2e87b,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(3759a):Core Attack Chain -> 1(00828):Core Attack Chain -> 2(04c56):Core Attack Chain -> 3(01a49):Core Attack Chain -> 4(0aec7):Core Attack Chain -> 5(5ddd3):Core Attack Chain -> 6(464c1):Core Attack Chain -> 7(6486f):Core Attack Chain -> 8(0bb1e):Core Attack Chain -> 9(2e87b):Core Attack Chain
shameleon,<body>@shameleon_client_providers_dummy.py_slice.py,0,3759a,Undetermined,5,5ddd3,0,10,6,5;6;7;8;9;10,5ddd3;464c1;6486f;0bb1e;2e87b;0a26f,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(3759a):Undetermined -> 2(04c56):Undetermined -> 3(01a49):Undetermined -> 4(0aec7):Undetermined -> 5(5ddd3):Core Attack Chain -> 6(464c1):Core Attack Chain -> 7(6486f):Core Attack Chain -> 8(0bb1e):Core Attack Chain -> 9(2e87b):Core Attack Chain -> 10(0a26f):Core Attack Chain
shameleon,<body>@shameleon_client_providers_loki.py_slice.py,5,5ddd3,Core Attack Chain,5,5ddd3,1,6,6,5;6;7;8;9;10,5ddd3;464c1;6486f;0bb1e;2e87b;0a26f,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,5(5ddd3):Core Attack Chain -> 6(464c1):Core Attack Chain -> 7(6486f):Core Attack Chain -> 8(0bb1e):Core Attack Chain -> 9(2e87b):Core Attack Chain -> 10(0a26f):Core Attack Chain
shameleon,<body>@shameleon_client_server.py_slice.py,10,0a26f,Core Attack Chain,10,0a26f,1,1,1,10,0a26f,Core Attack Chain,10(0a26f):Core Attack Chain
shameleon,<module>@client.py_slice.py,0,3759a,Core Attack Chain,0,3759a,1,11,11,0;1;2;3;4;5;6;7;8;9;10,3759a;00828;04c56;01a49;0aec7;5ddd3;464c1;6486f;0bb1e;2e87b;0a26f,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,0(3759a):Core Attack Chain -> 1(00828):Core Attack Chain -> 2(04c56):Core Attack Chain -> 3(01a49):Core Attack Chain -> 4(0aec7):Core Attack Chain -> 5(5ddd3):Core Attack Chain -> 6(464c1):Core Attack Chain -> 7(6486f):Core Attack Chain -> 8(0bb1e):Core Attack Chain -> 9(2e87b):Core Attack Chain -> 10(0a26f):Core Attack Chain
simple-virus-python,<module>@virus.py_slice.py,1,a8fd6,Core Attack Chain,1,a8fd6,1,11,11,1;2;4;6;7;8;9;10;11;12;13,a8fd6;e0242;cfe47;25f3d;96bdc;57022;7008e;3c1c7;bb9b9;43792;09236,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,1(a8fd6):Core Attack Chain -> 2(e0242):Core Attack Chain -> 4(cfe47):Core Attack Chain -> 6(25f3d):Core Attack Chain -> 7(96bdc):Core Attack Chain -> 8(57022):Core Attack Chain -> 9(7008e):Core Attack Chain -> 10(3c1c7):Core Attack Chain -> 11(bb9b9):Core Attack Chain -> 12(43792):Core Attack Chain -> 13(09236):Core Attack Chain
simple-virus-python,infect@virus.py_slice.py,12,43792,Core Attack Chain,12,43792,1,2,2,12;13,43792;09236,Core Attack Chain -> Core Attack Chain,12(43792):Core Attack Chain -> 13(09236):Core Attack Chain
worm1,<body>@worm.py_slice.py,2,f264f,Core Attack Chain,2,f264f,1,6,6,2;3;4;5;6;7,f264f;57344;a283e;3a40a;f9039;2d706,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,2(f264f):Core Attack Chain -> 3(57344):Core Attack Chain -> 4(a283e):Core Attack Chain -> 5(3a40a):Core Attack Chain -> 6(f9039):Core Attack Chain -> 7(2d706):Core Attack Chain
worm1,<module>@worm.py_slice.py,6,f9039,Core Attack Chain,6,f9039,1,2,2,6;7,f9039;2d706,Core Attack Chain -> Core Attack Chain,6(f9039):Core Attack Chain -> 7(2d706):Core Attack Chain
worm2,<body>@worm.py_slice.py,1,63bab,Core Attack Chain,1,63bab,1,5,5,1;2;3;4;5,63bab;2947e;179a2;a6bb9;7a727,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,1(63bab):Core Attack Chain -> 2(2947e):Core Attack Chain -> 3(179a2):Core Attack Chain -> 4(a6bb9):Core Attack Chain -> 5(7a727):Core Attack Chain
worm2,<module>@worm.py_slice.py,5,7a727,Core Attack Chain,5,7a727,1,1,1,5,7a727,Core Attack Chain,5(7a727):Core Attack Chain
