repo_name,slice_id,chain_type,start_state,timeline_len,has_bu,has_c,has_f,first_core_commit_num,first_full_commit_num,has_full_commit0,state_path,timeline
KMike,<module>@c_and_c_server_asymmetric_encryption.py_slice.py,all_benign_or_undetermined,Undetermined,30,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined,10(f9b65):Undetermined -> 11(53197):Undetermined -> 12(647fe):Undetermined -> 13(1ccc9):Undetermined -> 14(62b21):Undetermined -> 15(abafd):Undetermined -> 16(33184):Undetermined -> 17(d75a9):Undetermined -> 18(6e12c):Undetermined -> 19(260e6):Undetermined -> 20(c18d4):Undetermined -> 21(bf4f9):Undetermined -> 22(1f1ca):Undetermined -> 23(b7edb):Undetermined -> 24(51fa8):Undetermined -> 25(7aa7d):Undetermined -> 26(36360):Undetermined -> 27(9873a):Undetermined -> 28(ef755):Undetermined -> 29(658cc):Undetermined -> 30(6201f):Undetermined -> 31(3a48f):Undetermined -> 32(8ed32):Undetermined -> 33(55750):Undetermined -> 34(3f8b3):Undetermined -> 35(a7ccd):Undetermined -> 36(602d0):Undetermined -> 37(a6b60):Undetermined -> 38(ad463):Undetermined -> 39(3af22):Undetermined
KMike,<module>@c_and_c_server_db.py_slice.py,all_core,Core Attack Chain,26,0,1,0,14,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,14(62b21):Core Attack Chain -> 15(abafd):Core Attack Chain -> 16(33184):Core Attack Chain -> 17(d75a9):Core Attack Chain -> 18(6e12c):Core Attack Chain -> 19(260e6):Core Attack Chain -> 20(c18d4):Core Attack Chain -> 21(bf4f9):Core Attack Chain -> 22(1f1ca):Core Attack Chain -> 23(b7edb):Core Attack Chain -> 24(51fa8):Core Attack Chain -> 25(7aa7d):Core Attack Chain -> 26(36360):Core Attack Chain -> 27(9873a):Core Attack Chain -> 28(ef755):Core Attack Chain -> 29(658cc):Core Attack Chain -> 30(6201f):Core Attack Chain -> 31(3a48f):Core Attack Chain -> 32(8ed32):Core Attack Chain -> 33(55750):Core Attack Chain -> 34(3f8b3):Core Attack Chain -> 35(a7ccd):Core Attack Chain -> 36(602d0):Core Attack Chain -> 37(a6b60):Core Attack Chain -> 38(ad463):Core Attack Chain -> 39(3af22):Core Attack Chain
KMike,<module>@c_and_c_server_payment.py_slice.py,benign_or_undetermined_to_core,Benign,27,1,1,0,14,,0,Benign -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,13(1ccc9):Benign -> 14(62b21):Core Attack Chain -> 15(abafd):Core Attack Chain -> 16(33184):Core Attack Chain -> 17(d75a9):Core Attack Chain -> 18(6e12c):Core Attack Chain -> 19(260e6):Core Attack Chain -> 20(c18d4):Core Attack Chain -> 21(bf4f9):Core Attack Chain -> 22(1f1ca):Core Attack Chain -> 23(b7edb):Core Attack Chain -> 24(51fa8):Core Attack Chain -> 25(7aa7d):Core Attack Chain -> 26(36360):Core Attack Chain -> 27(9873a):Core Attack Chain -> 28(ef755):Core Attack Chain -> 29(658cc):Core Attack Chain -> 30(6201f):Core Attack Chain -> 31(3a48f):Core Attack Chain -> 32(8ed32):Core Attack Chain -> 33(55750):Core Attack Chain -> 34(3f8b3):Core Attack Chain -> 35(a7ccd):Core Attack Chain -> 36(602d0):Core Attack Chain -> 37(a6b60):Core Attack Chain -> 38(ad463):Core Attack Chain -> 39(3af22):Core Attack Chain
KMike,<module>@c_and_c_server_server.py_slice.py,benign_or_undetermined_to_core,Undetermined,33,1,1,0,10,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,6(e3a63):Undetermined -> 7(8fb52):Undetermined -> 8(15cec):Undetermined -> 9(dd6c0):Undetermined -> 10(f9b65):Core Attack Chain -> 11(53197):Core Attack Chain -> 12(647fe):Core Attack Chain -> 14(62b21):Core Attack Chain -> 15(abafd):Core Attack Chain -> 16(33184):Core Attack Chain -> 17(d75a9):Core Attack Chain -> 18(6e12c):Core Attack Chain -> 19(260e6):Core Attack Chain -> 20(c18d4):Core Attack Chain -> 21(bf4f9):Core Attack Chain -> 22(1f1ca):Core Attack Chain -> 23(b7edb):Core Attack Chain -> 24(51fa8):Core Attack Chain -> 25(7aa7d):Core Attack Chain -> 26(36360):Core Attack Chain -> 27(9873a):Core Attack Chain -> 28(ef755):Core Attack Chain -> 29(658cc):Core Attack Chain -> 30(6201f):Core Attack Chain -> 31(3a48f):Core Attack Chain -> 32(8ed32):Core Attack Chain -> 33(55750):Core Attack Chain -> 34(3f8b3):Core Attack Chain -> 35(a7ccd):Core Attack Chain -> 36(602d0):Core Attack Chain -> 37(a6b60):Core Attack Chain -> 38(ad463):Core Attack Chain -> 39(3af22):Core Attack Chain
KMike,<module>@c_and_c_server_utils.py_slice.py,all_core,Core Attack Chain,27,0,1,0,13,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,13(1ccc9):Core Attack Chain -> 14(62b21):Core Attack Chain -> 15(abafd):Core Attack Chain -> 16(33184):Core Attack Chain -> 17(d75a9):Core Attack Chain -> 18(6e12c):Core Attack Chain -> 19(260e6):Core Attack Chain -> 20(c18d4):Core Attack Chain -> 21(bf4f9):Core Attack Chain -> 22(1f1ca):Core Attack Chain -> 23(b7edb):Core Attack Chain -> 24(51fa8):Core Attack Chain -> 25(7aa7d):Core Attack Chain -> 26(36360):Core Attack Chain -> 27(9873a):Core Attack Chain -> 28(ef755):Core Attack Chain -> 29(658cc):Core Attack Chain -> 30(6201f):Core Attack Chain -> 31(3a48f):Core Attack Chain -> 32(8ed32):Core Attack Chain -> 33(55750):Core Attack Chain -> 34(3f8b3):Core Attack Chain -> 35(a7ccd):Core Attack Chain -> 36(602d0):Core Attack Chain -> 37(a6b60):Core Attack Chain -> 38(ad463):Core Attack Chain -> 39(3af22):Core Attack Chain
KMike,<module>@helper_scripts_master_key_pair_gen.py_slice.py,all_core,Core Attack Chain,34,0,1,0,6,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,6(e3a63):Core Attack Chain -> 7(8fb52):Core Attack Chain -> 8(15cec):Core Attack Chain -> 9(dd6c0):Core Attack Chain -> 10(f9b65):Core Attack Chain -> 11(53197):Core Attack Chain -> 12(647fe):Core Attack Chain -> 13(1ccc9):Core Attack Chain -> 14(62b21):Core Attack Chain -> 15(abafd):Core Attack Chain -> 16(33184):Core Attack Chain -> 17(d75a9):Core Attack Chain -> 18(6e12c):Core Attack Chain -> 19(260e6):Core Attack Chain -> 20(c18d4):Core Attack Chain -> 21(bf4f9):Core Attack Chain -> 22(1f1ca):Core Attack Chain -> 23(b7edb):Core Attack Chain -> 24(51fa8):Core Attack Chain -> 25(7aa7d):Core Attack Chain -> 26(36360):Core Attack Chain -> 27(9873a):Core Attack Chain -> 28(ef755):Core Attack Chain -> 29(658cc):Core Attack Chain -> 30(6201f):Core Attack Chain -> 31(3a48f):Core Attack Chain -> 32(8ed32):Core Attack Chain -> 33(55750):Core Attack Chain -> 34(3f8b3):Core Attack Chain -> 35(a7ccd):Core Attack Chain -> 36(602d0):Core Attack Chain -> 37(a6b60):Core Attack Chain -> 38(ad463):Core Attack Chain -> 39(3af22):Core Attack Chain
KMike,<module>@ransomware_basic_functionality___main__.py_slice.py,all_core,Core Attack Chain,9,0,1,0,3,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,3(c5401):Core Attack Chain -> 4(4e187):Core Attack Chain -> 5(d08a2):Core Attack Chain -> 6(e3a63):Core Attack Chain -> 7(8fb52):Core Attack Chain -> 8(15cec):Core Attack Chain -> 9(dd6c0):Core Attack Chain -> 10(f9b65):Core Attack Chain -> 11(53197):Core Attack Chain
KMike,<module>@ransomware_basic_functionality_comms.py_slice.py,benign_or_undetermined_to_core,Undetermined,3,1,1,0,10,,0,Undetermined -> Core Attack Chain -> Core Attack Chain,9(dd6c0):Undetermined -> 10(f9b65):Core Attack Chain -> 11(53197):Core Attack Chain
KMike,<module>@ransomware_basic_functionality_decrypt_files.py_slice.py,benign_or_undetermined_to_core,Benign,9,1,1,0,6,,0,Benign -> Benign -> Benign -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,3(c5401):Benign -> 4(4e187):Benign -> 5(d08a2):Benign -> 6(e3a63):Core Attack Chain -> 7(8fb52):Core Attack Chain -> 8(15cec):Core Attack Chain -> 9(dd6c0):Core Attack Chain -> 10(f9b65):Core Attack Chain -> 11(53197):Core Attack Chain
KMike,<module>@ransomware_basic_functionality_encrypt_files.py_slice.py,all_core,Core Attack Chain,9,0,1,0,3,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,3(c5401):Core Attack Chain -> 4(4e187):Core Attack Chain -> 5(d08a2):Core Attack Chain -> 6(e3a63):Core Attack Chain -> 7(8fb52):Core Attack Chain -> 8(15cec):Core Attack Chain -> 9(dd6c0):Core Attack Chain -> 10(f9b65):Core Attack Chain -> 11(53197):Core Attack Chain
KMike,<module>@ransomware_basic_functionality_utils.py_slice.py,benign_or_undetermined_to_core,Core Attack Chain,9,1,1,0,3,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Benign -> Benign -> Benign,3(c5401):Core Attack Chain -> 4(4e187):Core Attack Chain -> 5(d08a2):Core Attack Chain -> 6(e3a63):Core Attack Chain -> 7(8fb52):Core Attack Chain -> 8(15cec):Core Attack Chain -> 9(dd6c0):Benign -> 10(f9b65):Benign -> 11(53197):Benign
KMike,<module>@ransomware_core___main__.py_slice.py,all_core,Core Attack Chain,1,0,1,0,12,,0,Core Attack Chain,12(647fe):Core Attack Chain
KMike,<module>@ransomware_core_comms.py_slice.py,all_core,Core Attack Chain,1,0,1,0,12,,0,Core Attack Chain,12(647fe):Core Attack Chain
KMike,<module>@ransomware_core_comms_bitcoin_address.py_slice.py,benign_or_undetermined_to_core,Undetermined,10,1,1,0,34,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,16(33184):Undetermined -> 17(d75a9):Undetermined -> 18(6e12c):Undetermined -> 19(260e6):Undetermined -> 34(3f8b3):Core Attack Chain -> 35(a7ccd):Core Attack Chain -> 36(602d0):Core Attack Chain -> 37(a6b60):Core Attack Chain -> 38(ad463):Core Attack Chain -> 39(3af22):Core Attack Chain
KMike,<module>@ransomware_core_comms_cnc_generator.py_slice.py,all_core,Core Attack Chain,20,0,1,0,20,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,20(c18d4):Core Attack Chain -> 21(bf4f9):Core Attack Chain -> 22(1f1ca):Core Attack Chain -> 23(b7edb):Core Attack Chain -> 24(51fa8):Core Attack Chain -> 25(7aa7d):Core Attack Chain -> 26(36360):Core Attack Chain -> 27(9873a):Core Attack Chain -> 28(ef755):Core Attack Chain -> 29(658cc):Core Attack Chain -> 30(6201f):Core Attack Chain -> 31(3a48f):Core Attack Chain -> 32(8ed32):Core Attack Chain -> 33(55750):Core Attack Chain -> 34(3f8b3):Core Attack Chain -> 35(a7ccd):Core Attack Chain -> 36(602d0):Core Attack Chain -> 37(a6b60):Core Attack Chain -> 38(ad463):Core Attack Chain -> 39(3af22):Core Attack Chain
KMike,<module>@ransomware_core_comms_decrypt.py_slice.py,benign_or_undetermined_to_core,Undetermined,13,1,1,0,34,,0,Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,13(1ccc9):Undetermined -> 14(62b21):Undetermined -> 15(abafd):Undetermined -> 16(33184):Undetermined -> 17(d75a9):Undetermined -> 18(6e12c):Undetermined -> 19(260e6):Undetermined -> 34(3f8b3):Core Attack Chain -> 35(a7ccd):Core Attack Chain -> 36(602d0):Core Attack Chain -> 37(a6b60):Core Attack Chain -> 38(ad463):Core Attack Chain -> 39(3af22):Core Attack Chain
KMike,<module>@ransomware_core_comms_payment.py_slice.py,all_benign_or_undetermined,Undetermined,3,1,0,0,,,0,Undetermined -> Undetermined -> Undetermined,13(1ccc9):Undetermined -> 14(62b21):Undetermined -> 15(abafd):Undetermined
KMike,<module>@ransomware_core_decrypt_files.py_slice.py,benign_or_undetermined_to_core,Core Attack Chain,28,1,1,0,12,,0,Core Attack Chain -> Benign -> Benign -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,12(647fe):Core Attack Chain -> 13(1ccc9):Benign -> 14(62b21):Benign -> 15(abafd):Core Attack Chain -> 16(33184):Core Attack Chain -> 17(d75a9):Core Attack Chain -> 18(6e12c):Core Attack Chain -> 19(260e6):Core Attack Chain -> 20(c18d4):Core Attack Chain -> 21(bf4f9):Core Attack Chain -> 22(1f1ca):Core Attack Chain -> 23(b7edb):Core Attack Chain -> 24(51fa8):Core Attack Chain -> 25(7aa7d):Core Attack Chain -> 26(36360):Core Attack Chain -> 27(9873a):Core Attack Chain -> 28(ef755):Core Attack Chain -> 29(658cc):Core Attack Chain -> 30(6201f):Core Attack Chain -> 31(3a48f):Core Attack Chain -> 32(8ed32):Core Attack Chain -> 33(55750):Core Attack Chain -> 34(3f8b3):Core Attack Chain -> 35(a7ccd):Core Attack Chain -> 36(602d0):Core Attack Chain -> 37(a6b60):Core Attack Chain -> 38(ad463):Core Attack Chain -> 39(3af22):Core Attack Chain
KMike,<module>@ransomware_core_encrypt_files.py_slice.py,all_core,Core Attack Chain,1,0,1,0,12,,0,Core Attack Chain,12(647fe):Core Attack Chain
KMike,<module>@ransomware_core_utils.py_slice.py,benign_or_undetermined_to_core,Core Attack Chain,4,1,1,0,12,,0,Core Attack Chain -> Benign -> Benign -> Core Attack Chain,12(647fe):Core Attack Chain -> 13(1ccc9):Benign -> 14(62b21):Benign -> 15(abafd):Core Attack Chain
KMike,<module>@ransomware_core_utils_file_ops.py_slice.py,benign_or_undetermined_to_core,Core Attack Chain,24,1,1,0,16,,0,Core Attack Chain -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Undetermined -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,16(33184):Core Attack Chain -> 17(d75a9):Undetermined -> 18(6e12c):Undetermined -> 19(260e6):Undetermined -> 20(c18d4):Undetermined -> 21(bf4f9):Undetermined -> 22(1f1ca):Undetermined -> 23(b7edb):Undetermined -> 24(51fa8):Undetermined -> 25(7aa7d):Undetermined -> 26(36360):Undetermined -> 27(9873a):Undetermined -> 28(ef755):Undetermined -> 29(658cc):Core Attack Chain -> 30(6201f):Core Attack Chain -> 31(3a48f):Core Attack Chain -> 32(8ed32):Core Attack Chain -> 33(55750):Core Attack Chain -> 34(3f8b3):Core Attack Chain -> 35(a7ccd):Core Attack Chain -> 36(602d0):Core Attack Chain -> 37(a6b60):Core Attack Chain -> 38(ad463):Core Attack Chain -> 39(3af22):Core Attack Chain
KMike,<module>@ransomware_core_utils_statistics.py_slice.py,benign_or_undetermined_only,Undetermined,24,1,0,0,,,0,Undetermined -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign -> Benign,16(33184):Undetermined -> 17(d75a9):Benign -> 18(6e12c):Benign -> 19(260e6):Benign -> 20(c18d4):Benign -> 21(bf4f9):Benign -> 22(1f1ca):Benign -> 23(b7edb):Benign -> 24(51fa8):Benign -> 25(7aa7d):Benign -> 26(36360):Benign -> 27(9873a):Benign -> 28(ef755):Benign -> 29(658cc):Benign -> 30(6201f):Benign -> 31(3a48f):Benign -> 32(8ed32):Benign -> 33(55750):Benign -> 34(3f8b3):Benign -> 35(a7ccd):Benign -> 36(602d0):Benign -> 37(a6b60):Benign -> 38(ad463):Benign -> 39(3af22):Benign
KMike,<module>@ransomware_decrypt_files.py_slice.py,all_benign_or_undetermined,Benign,2,1,0,0,,,0,Benign -> Benign,1(798ec):Benign -> 2(2b764):Benign
KMike,<module>@ransomware_encrypt_files.py_slice.py,benign_or_undetermined_to_core,Core Attack Chain,2,1,1,0,1,,0,Core Attack Chain -> Benign,1(798ec):Core Attack Chain -> 2(2b764):Benign
KMike,<module>@ransomware_utils.py_slice.py,all_benign_or_undetermined,Benign,2,1,0,0,,,0,Benign -> Benign,1(798ec):Benign -> 2(2b764):Benign
KMike,hello_world@c_and_c_server_server.py_slice.py,benign_or_undetermined_to_core,Core Attack Chain,4,1,1,0,6,,0,Core Attack Chain -> Undetermined -> Undetermined -> Undetermined,6(e3a63):Core Attack Chain -> 7(8fb52):Undetermined -> 8(15cec):Undetermined -> 9(dd6c0):Undetermined
KMike,initialise@c_and_c_server_server.py_slice.py,all_core,Core Attack Chain,27,0,1,0,13,,0,Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain -> Core Attack Chain,13(1ccc9):Core Attack Chain -> 14(62b21):Core Attack Chain -> 15(abafd):Core Attack Chain -> 16(33184):Core Attack Chain -> 17(d75a9):Core Attack Chain -> 18(6e12c):Core Attack Chain -> 19(260e6):Core Attack Chain -> 20(c18d4):Core Attack Chain -> 21(bf4f9):Core Attack Chain -> 22(1f1ca):Core Attack Chain -> 23(b7edb):Core Attack Chain -> 24(51fa8):Core Attack Chain -> 25(7aa7d):Core Attack Chain -> 26(36360):Core Attack Chain -> 27(9873a):Core Attack Chain -> 28(ef755):Core Attack Chain -> 29(658cc):Core Attack Chain -> 30(6201f):Core Attack Chain -> 31(3a48f):Core Attack Chain -> 32(8ed32):Core Attack Chain -> 33(55750):Core Attack Chain -> 34(3f8b3):Core Attack Chain -> 35(a7ccd):Core Attack Chain -> 36(602d0):Core Attack Chain -> 37(a6b60):Core Attack Chain -> 38(ad463):Core Attack Chain -> 39(3af22):Core Attack Chain
